Calne Chilvester & Abberd	WD21CD/E05013412
Farnham Upper Hale	WD21CD/E05007425
Farnham Weybourne and Badshot Lea	WD21CD/E05007426
Farnham Wrecclesham and Rowledge	WD21CD/E05007427
Farningham, Horton Kirby and South Darenth	WD21CD/E05005016
Farnley & Wortley	WD21CD/E05012648
Farnsfield	WD21CD/E05010075
Farnworth	WD21CD/E05000655
Farnworth	WD21CD/E05013177
Farringdon Within	WD21CD/E05009304
Farringdon Without	WD21CD/E05009305
Calverley & Farsley	WD21CD/E05011389
Fathom	WD21CD/N08001022
Fauldhouse and the Breich Valley	WD21CD/S13002825
Brinkburn & Faverdale	WD21CD/E05010413
Faversham and Mid Kent	PCON17CD/E14000700
Fawdon & West Gosforth	WD21CD/E05011446
Fawkham and West Kingsdown	WD21CD/E05005017
Fawley, Blackfield and Langley	WD21CD/E05004592
Fazakerley	WD21CD/E05000897
Fazeley	WD21CD/E05010661
Featherstone	WD21CD/E05001449
Featherstone and Shareshill	WD21CD/E05006995
Feeny	WD21CD/N08000418
Kelvedon & Feering	WD21CD/E05010379
Felbridge	WD21CD/E05007393
Felin-fâch	WD21CD/W05000298
Felindre	WD21CD/W05000607
Felinfoel	WD21CD/W05000472
Fellgate and Hedworth	WD21CD/E05001141
Felling	WD21CD/E05001076
Brampton & Fellside	WD21CD/E05012942
Felpham East	WD21CD/E05009810
Felpham West	WD21CD/E05009811
Felsted & Stebbing	WD21CD/E05009915
Feltham and Heston	PCON17CD/E14000701
Feltham North	WD21CD/E05000351
Feltham West	WD21CD/E05000352
Feltwell	WD21CD/E05012332
Fen Ditton & Fulbourn	WD21CD/E05011291
Fence & Higham	WD21CD/E05013207
Feniton	WD21CD/E05011796
Fenland	LAD23CD/E07000010
Napton & Fenny Compton	WD21CD/E05010196
Fens & Greatham	WD21CD/E05013040
Fenside	WD21CD/E05009622
Fenstanton	WD21CD/E05011259
Fenton East	WD21CD/E05008728
Fenton West and Mount Pleasant	WD21CD/E05008729
Feock & Kea	WD21CD/E05013288
Fermanagh and Omagh	LAD23CD/N09000006
Fermanagh and South Tyrone	PCON17CD/N06000007
Ferndale	WD21CD/E05000421
Ferndale	WD21CD/W05000667
Ferndown North	WD21CD/E05012700
Ferndown South	WD21CD/E05012701
Fernhill	WD21CD/E05004593
Fernhill	WD21CD/E05008993
Fernhurst	WD21CD/E05011672
Farndon & Fernwood	WD21CD/E05011555
Ferring	WD21CD/E05009812
Ferry	WD21CD/E05001740
Ferryhill	WD21CD/E05009063
Fetcham East	WD21CD/E05007320
Fetcham West	WD21CD/E05007321
Ffynnongroyw	WD21CD/W05000199
Fife	LAD23CD/S12000047
Figge's Marsh	WD21CD/E05000460
Filey	WD21CD/E05012380
Fillongley	WD21CD/E05007466
Filton	WD21CD/E05012113
Filton and Bradley Stoke	PCON17CD/E14000702
Filwood	WD21CD/E05010898
Finaghy	WD21CD/N08000326
Finchampstead North	WD21CD/E05002379
Finchampstead South	WD21CD/E05002380
Finchley and Golders Green	PCON17CD/E14000703
Finchley Church End	WD21CD/E05000051
Angmering & Findon	WD21CD/E05009802
Finedon	WD21CD/E05013221
Finn	WD21CD/N08000519
Finningley	WD21CD/E05010736
Finsbury Park	WD21CD/E05000371
Fintona	WD21CD/N08000620
Firth Park	WD21CD/E05010868
Binstead & Fishbourne	WD21CD/E05013360
Fishergate	WD21CD/E05010316
Woughton & Fishermead	WD21CD/E05009424
Fishguard North East	WD21CD/W05000406
Fishguard North West	WD21CD/W05000407
Fishtoft	WD21CD/E05009623
Fishwick & Frenchwood	WD21CD/E05012198
Fittleworth	WD21CD/E05011673
Mayfield & Five Ashes	WD21CD/E05011653
Five Village	WD21CD/E05009624
Fivemiletown	WD21CD/N08000920
Flackwell Heath, Little Marlow and Marlow South East	WD21CD/E05013144
Fladbury	WD21CD/E05007912
Flamstead End	WD21CD/E05009005
Bovingdon, Flaunden and Chipperfield	WD21CD/E05004700
Fleckney	WD21CD/E05011969
Fleet	WD21CD/E05005646
Fleet Central	WD21CD/E05009355
Fleet East	WD21CD/E05009356
Fleet West	WD21CD/E05009357
Fleggburgh	WD21CD/E05005791
Danehill & Fletching	WD21CD/E05011634
Fletton and Stanground	WD21CD/E05010811
Fletton and Woodston	WD21CD/E05010812
Flimby	WD21CD/E05011729
Flint Castle	WD21CD/W05000200
Flint Coleshill	WD21CD/W05000201
Flint Oakenholt	WD21CD/W05000202
Flint Trelawny	WD21CD/W05000203
Flintshire	LAD23CD/W06000005
Flitch Green & Little Dunmow	WD21CD/E05009916
Westoning, Flitton and Greenfield	WD21CD/E05008808
Flitwick	WD21CD/E05008792
Flixton	WD21CD/E05000828
Florence Court and Kinawley	WD21CD/N08000621
Fochabers Lhanbryde	WD21CD/S13003027
Foggy Furze	WD21CD/E05013041
Foleshill	WD21CD/E05001222
Foley Park & Hoobrook	WD21CD/E05010507
Folkestone and Hythe	LAD23CD/E07000112
Folkestone and Hythe	PCON17CD/E14000704
Folkestone Central	WD21CD/E05010018
Folkestone Harbour	WD21CD/E05010019
Stilton, Folksworth & Washingley	WD21CD/E05011278
Ford	WD21CD/E05000939
Ford Green and Smallthorne	WD21CD/E05008730
Penshurst, Fordcombe and Chiddingstone	WD21CD/E05009963
Forden	WD21CD/W05000299
Fordham & Isleham	WD21CD/E05011566
Fordingbridge	WD21CD/E05008933
Forebridge	WD21CD/E05010485
Forest	WD21CD/E05000595
Forest	WD21CD/E05009619
Forest	WD21CD/E05010245
Forest	WD21CD/E05011818
Forest Bradgate	WD21CD/E05005431
Forest Gate North	WD21CD/E05000483
Forest Gate South	WD21CD/E05000484
Forest Hill	WD21CD/E05000444
Forest Hill & Holton	WD21CD/E05011704
Forest North West	WD21CD/E05008934
Forest of Dean	LAD23CD/E07000080
Forest of Dean	PCON17CD/E14000705
Forest Row	WD21CD/E05011635
Selsdon Vale & Forestdale	WD21CD/E05011481
Forfar and District	WD21CD/S13002869
Pound Hill North & Forge Wood	WD21CD/E05012922
Forkhill	WD21CD/N08001023
Forncett	WD21CD/E05011875
Forres	WD21CD/S13003031
Forsbrook	WD21CD/E05007056
Fort William and Ardnamurchan	WD21CD/S13003010
Forth	WD21CD/S13002922
Forth and Endrick	WD21CD/S13003116
Forth River	WD21CD/N08000327
Fortis Green	WD21CD/E05000270
Fortissat	WD21CD/S13003054
Forton	WD21CD/E05004538
Fortune Green	WD21CD/E05000132
Fortwilliam	WD21CD/N08000328
Fosse	WD21CD/E05010466
Fosseridge	WD21CD/E05010706
Foulness and The Wakerings	WD21CD/E05010845
Boulsworth & Foulridge	WD21CD/E05013202
Fountain Hill	WD21CD/N08000119
Fountainbridge/Craiglockhart	WD21CD/S13002927
Fountains & Ripley	WD21CD/E05011311
Four Acres	WD21CD/E05010707
Four Lanes, Beacon & Troon	WD21CD/E05013289
Four Marks & Medstead	WD21CD/E05012302
Fovant & Chalke Valley	WD21CD/E05013435
Fowey, Tywardreath & Par	WD21CD/E05013290
Foxborough	WD21CD/E05009346
Foxton	WD21CD/E05011292
Foyle	PCON17CD/N06000008
Foyle Springs	WD21CD/N08000520
Alrewas & Fradley	WD21CD/E05010651
Framfield & Cross-in-Hand	WD21CD/E05011636
Poringland, Framinghams & Trowse	WD21CD/E05011886
Framlingham	WD21CD/E05012742
Frampton Cotterell	WD21CD/E05012114
Framwellgate and Newton Hall	WD21CD/E05009064
Franche & Habberley North	WD21CD/E05010508
Greasby, Frankby and Irby	WD21CD/E05000961
Frankley Great Park	WD21CD/E05011136
Frant & Wadhurst	WD21CD/E05011637
Fraserburgh and District	WD21CD/S13002850
The Bentleys & Frating	WD21CD/E05011958
Fratton	WD21CD/E05002448
Freckleton East	WD21CD/E05005191
Freckleton West	WD21CD/E05005192
Freeland and Hanborough	WD21CD/E05006640
Freemantle	WD21CD/E05002461
Fremington	WD21CD/E05012423
Frenchay & Downend	WD21CD/E05012115
Fishwick & Frenchwood	WD21CD/E05012198
Frensham, Dockenfield and Tilford	WD21CD/E05007428
Freshney	WD21CD/E05001715
Freshwater North & Yarmouth	WD21CD/E05013372
Freshwater South	WD21CD/E05013373
Fressingfield	WD21CD/E05012599
Friar Park	WD21CD/E05001265
Friary and St Nicolas	WD21CD/E05007293
Frimley	WD21CD/E05012028
Frimley Green	WD21CD/E05012029
Fringford and Heyfords	WD21CD/E05012969
Frinton	WD21CD/E05011944
Frisby-on-the-Wreake	WD21CD/E05005498
Friskney	WD21CD/E05009879
Frittenden and Sissinghurst	WD21CD/E05005135
Frodingham	WD21CD/E05001741
Frodsham	WD21CD/E05012215
Frognal and Fitzjohns	WD21CD/E05000133
Frome Berkley Down	WD21CD/E05006769
Frome College	WD21CD/E05006770
Frome Keyford	WD21CD/E05006771
Frome Market	WD21CD/E05006772
Frome Oakfield	WD21CD/E05006773
Frome Park	WD21CD/E05006774
Frome Vale	WD21CD/E05010899
Froxfield, Sheet & Steep	WD21CD/E05012303
Bentworth & Froyle	WD21CD/E05012297
Fryent	WD21CD/E05000090
Ingatestone, Fryerning and Mountnessing	WD21CD/E05004076
Fryerns	WD21CD/E05004025
Fen Ditton & Fulbourn	WD21CD/E05011291
Fulford & Heslington	WD21CD/E05010317
Fulford	WD21CD/E05010486
Fulham Broadway	WD21CD/E05000254
Fulham Reach	WD21CD/E05000255
Fullwell	WD21CD/E05011243
Fulstow	WD21CD/E05009880
Fulwell	WD21CD/E05001157
Fulwell and Hampton Hill	WD21CD/E05000518
Fulwood	WD21CD/E05010869
Furley	WD21CD/E05011753
Furnace Green	WD21CD/E05012916
Furness Peninsula	WD21CD/E05011496
Furze Platt	WD21CD/E05012505
Furzedown	WD21CD/E05000615
Furzedown and Hardley	WD21CD/E05004596
Furzeham with Summercombe	WD21CD/E05012260
Fylde	LAD23CD/E07000119
Fylde	PCON17CD/E14000706
Fylingdales & Ravenscar	WD21CD/E05012381
Carlford & Fynn Valley	WD21CD/E05012737
Gabalfa	WD21CD/W05000862
Gaddesby	WD21CD/E05005499
Gade Valley	WD21CD/E05009431
Gadebridge	WD21CD/E05004703
Gaer	WD21CD/W05000838
Gainsborough	PCON17CD/E14000707
Gainsborough	WD21CD/E05007121
Gainsborough East	WD21CD/E05009640
Gainsborough North	WD21CD/E05009641
Gainsborough South-West	WD21CD/E05009642
Gaisford	WD21CD/E05007698
Galashiels and District	WD21CD/S13002763
Galgorm	WD21CD/N08000819
Galley Common	WD21CD/E05007482
Galleywood	WD21CD/E05004101
Galliagh	WD21CD/N08000521
Galwally	WD21CD/N08000717
Gamesley	WD21CD/E05010632
Gamlingay	WD21CD/E05011293
Gamston North	WD21CD/E05009718
Gamston South	WD21CD/E05009719
Ganges	WD21CD/E05012574
Gannow	WD21CD/E05005156
Garden Suburb	WD21CD/E05000052
Garden Village	WD21CD/W05000251
Gardenmore	WD21CD/N08000820
Garforth & Swillington	WD21CD/E05013830
Gargrave and Malhamdale	WD21CD/E05009665
Garlinge	WD21CD/E05005091
Garnant	WD21CD/W05000473
Garnerville	WD21CD/N08000329
Garretts Green	WD21CD/E05011137
Garrison	WD21CD/E05012199
Garscadden/Scotstounhill	WD21CD/S13002979
Garsington & Horspath	WD21CD/E05009742
Garstang	WD21CD/E05009938
Garston and Halewood	PCON17CD/E14000708
Gartcosh, Glenboig and Moodiesburn	WD21CD/S13003047
Garth	WD21CD/W05000068
Garvagh	WD21CD/N08000419
Gascoigne	WD21CD/E05000032
Gateshead	LAD23CD/E08000037
Gateshead	PCON17CD/E14000709
Gawsworth	WD21CD/E05008628
Gawthorpe	WD21CD/E05005157
Gayton & Grimston	WD21CD/E05012333
Gaywood Chase	WD21CD/E05012334
Gaywood Clock	WD21CD/E05012335
Gaywood North Bank	WD21CD/E05012336
Gedling	LAD23CD/E07000173
Gedling	PCON17CD/E14000710
Gedling	WD21CD/E05009699
Gedney	WD21CD/E05005647
Gele	WD21CD/W05000125
Gensing	WD21CD/E05011207
George St/Harbour	WD21CD/S13002842
Braunton West & Georgeham	WD21CD/E05012419
Georgetown	WD21CD/W05000760
Gerlan	WD21CD/W05000069
Porthleven, Breage & Germoe	WD21CD/E05013324
Gerrards Cross	WD21CD/E05013145
Giant's Causeway	WD21CD/N08000420
Gibbonsdown	WD21CD/W05000641
Giffnock and Thornliebank	WD21CD/S13002916
Ellen & Gilcrux	WD21CD/E05011728
Gilfach	WD21CD/W05000729
Gilfach Goch	WD21CD/W05000668
Gilford	WD21CD/N08000217
Gilling West	WD21CD/E05012359
Gillingham	WD21CD/E05012702
Gillingham and Rainham	PCON17CD/E14000711
Gillingham North	WD21CD/E05002251
Gillingham South	WD21CD/E05002252
Gilnahirk	WD21CD/N08000330
Gipping	WD21CD/E05007122
Gipsy Hill	WD21CD/E05000422
Newington & Gipsyville	WD21CD/E05011537
Gipton & Harehills	WD21CD/E05011394
Girton	WD21CD/E05011294
Girvan and South Carrick	WD21CD/S13003094
Gisburn & Rimington	WD21CD/E05012011
Gislingham	WD21CD/E05012600
Glanamman	WD21CD/W05000474
Glantwymyn	WD21CD/W05000300
Glanymor	WD21CD/W05000475
Glasbury	WD21CD/W05000301
Glascote	WD21CD/E05007070
Glasgow Central	PCON17CD/S14000029
Glasgow City	LAD23CD/S12000049
Glasgow East	PCON17CD/S14000030
Glasgow North	PCON17CD/S14000031
Glasgow North East	PCON17CD/S14000032
Glasgow North West	PCON17CD/S14000033
Glasgow South	PCON17CD/S14000034
Glasgow South West	PCON17CD/S14000035
Glastonbury St Benedict's	WD21CD/E05006775
Glastonbury St Edmund's	WD21CD/E05006776
Glastonbury St John's	WD21CD/E05006777
Glastonbury St Mary's	WD21CD/E05006778
Culcheth, Glazebury and Croft	WD21CD/E05011029
Gleadless Valley	WD21CD/E05010870
Glebe	WD21CD/E05010789
Glebe	WD21CD/N08000120
Glebe	WD21CD/N08000921
Glebe Farm & Tile Cross	WD21CD/E05011138
Glen	WD21CD/E05010158
Glen	WD21CD/E05011970
Glen	WD21CD/N08001120
Glenavy	WD21CD/N08000718
Gartcosh, Glenboig and Moodiesburn	WD21CD/S13003047
Glenderg	WD21CD/N08000522
Glenelly Valley	WD21CD/N08000523
Glengormley	WD21CD/N08000121
Glenravel	WD21CD/N08000821
Glenrothes	PCON17CD/S14000036
Glenrothes Central and Thornton	WD21CD/S13002959
Glenrothes North, Leslie and Markinch	WD21CD/S13002958
Glenrothes West and Kinglassie	WD21CD/S13003129
Glenwhirry	WD21CD/N08000822
Glinton and Castor	WD21CD/E05010813
Gloucester	LAD23CD/E07000081
Gloucester	PCON17CD/E14000712
Gloweth, Malabar & Shortlanesend	WD21CD/E05013291
Glusburn	WD21CD/E05009666
Glyder	WD21CD/W05000070
Glyn	WD21CD/W05000126
Glyn	WD21CD/W05000476
Glyncoch	WD21CD/W05000669
Glyncorrwg	WD21CD/W05000570
Glyndon	WD21CD/E05000221
Glynneath	WD21CD/W05000571
Gnosall & Woodseaves	WD21CD/E05010487
Goat Hall	WD21CD/E05004102
Goat Lees	WD21CD/E05011754
Gobowen, Selattyn and Weston Rhyn	WD21CD/E05009281
Godalming Binscombe	WD21CD/E05007429
Godalming Central and Ockford	WD21CD/E05007430
Godalming Charterhouse	WD21CD/E05007431
Godalming Farncombe and Catteshall	WD21CD/E05007432
Godalming Holloway	WD21CD/E05007433
Godinton	WD21CD/E05011755
Godmanchester & Hemingford Abbots	WD21CD/E05011260
Godre'r graig	WD21CD/W05000572
Godstone	WD21CD/E05007394
Goetre Fawr	WD21CD/W05000801
Goffs Oak	WD21CD/E05009006
Gogarth	WD21CD/W05000127
Golborne	WD21CD/E05009396
Golborne and Lowton West	WD21CD/E05000848
Golcar	WD21CD/E05001401
Golden Valley North	WD21CD/E05009454
Golden Valley South	WD21CD/E05009455
Goldenhill and Sandyford	WD21CD/E05008731
Golders Green	WD21CD/E05000053
Goldington	WD21CD/E05008759
Goldsmid	WD21CD/E05002423
Goldsworth Park	WD21CD/E05010797
Goodmayes	WD21CD/E05011244
Goodrington with Roselands	WD21CD/E05012261
Goodshaw	WD21CD/E05005319
Goodwick	WD21CD/W05000408
Goodwood	WD21CD/E05011674
Goole North	WD21CD/E05001696
Goole South	WD21CD/E05001697
St Newlyn East, Cubert & Goonhavern	WD21CD/E05013860
Goose Green	WD21CD/E05011103
Gooshays	WD21CD/E05000310
Gordano Valley	WD21CD/E05010285
Gordon	PCON17CD/S14000037
Goresbrook	WD21CD/E05000033
Goring	WD21CD/E05007699
Goring	WD21CD/E05009743
Gorleston	WD21CD/E05005792
Gornal	WD21CD/E05001243
Gorrell	WD21CD/E05010396
Gorse Hill	WD21CD/E05000829
Gorse Hill	WD21CD/E05007885
Gorse Hill and Pinehurst	WD21CD/E05008958
Gorseinon	WD21CD/W05000967
Gorslas	WD21CD/W05000477
Gortalee	WD21CD/N08000823
Gortin	WD21CD/N08000622
Manchester, Gorton	PCON17CD/E14000808
Gorton & Abbey Hey	WD21CD/E05011365
Gortrush	WD21CD/N08000623
Gosfield & Greenstead Green	WD21CD/E05012961
Gosforth	WD21CD/E05011447
Gosforth & Seascale	WD21CD/E05012555
Gosforth Valley	WD21CD/E05012051
Gospel Oak	WD21CD/E05000134
Gosport	LAD23CD/E07000088
Gosport	PCON17CD/E14000713
Gossops Green & North East Broadfield	WD21CD/E05012917
Gotham	WD21CD/E05009720
Goudhurst and Lamberhurst	WD21CD/E05005136
Govan	WD21CD/S13002971
St Austell Central & Gover	WD21CD/E05013854
Gower	PCON17CD/W07000046
Gower	WD21CD/W05000128
Gower	WD21CD/W05000524
Gowerton	WD21CD/W05000525
Gowy Rural	WD21CD/E05012216
Graham's Bridge	WD21CD/N08000719
Graig	WD21CD/W05000839
Graig	WD21CD/W05001021
Graiseley	WD21CD/E05001329
St Mewan & Grampound	WD21CD/E05013859
Grange	WD21CD/E05000200
Grange	WD21CD/E05004539
Grange	WD21CD/E05010956
Grange	WD21CD/E05011497
Central & Grange	WD21CD/E05012210
Burton & Grange	WD21CD/E05012655
Grange	WD21CD/E05013178
Grange	WD21CD/N08000824
Grange Farm	WD21CD/E05008864
Grange Hill	WD21CD/E05004155
Grangefield	WD21CD/E05001535
Grangemouth	WD21CD/S13002937
Grangetown	WD21CD/E05012442
Grangetown	WD21CD/W05000863
Gransha	WD21CD/N08000218
Grantham and Stamford	PCON17CD/E14000714
Grantham Arnoldfield	WD21CD/E05010159
Grantham Barrowby Gate	WD21CD/E05010160
Grantham Earlesfield	WD21CD/E05010161
Grantham Harrowby	WD21CD/E05010162
Grantham Springfield	WD21CD/E05010165
Grantham St Vincent's	WD21CD/E05010163
Grantham St Wulfram's	WD21CD/E05010164
Grappenhall	WD21CD/E05011031
Ambleside & Grasmere	WD21CD/E05011490
Grassington	WD21CD/E05010777
Grassmoor	WD21CD/E05012052
Gravelly Hill	WD21CD/E05011139
Graveney	WD21CD/E05000461
Graveney	WD21CD/E05000616
Graves Park	WD21CD/E05010871
Gravesham	LAD23CD/E07000109
Gravesham	PCON17CD/E14000715
Grays Riverside	WD21CD/E05002235
Grays Thurrock	WD21CD/E05002236
Grayshott	WD21CD/E05012304
Greasborough	WD21CD/E05013001
Greasby, Frankby and Irby	WD21CD/E05000961
Greasley	WD21CD/E05010526
Great Amwell	WD21CD/E05004724
Great Ayton	WD21CD/E05009676
Great Baddow East	WD21CD/E05004103
Great Baddow West	WD21CD/E05004104
Great Barford	WD21CD/E05008760
Great Barr with Yew Tree	WD21CD/E05001266
The Fornhams & Great Barton	WD21CD/E05012800
Great Boughton	WD21CD/E05012217
Great Brickhill	WD21CD/E05013146
Great Bridge	WD21CD/E05001267
Great Chell and Packmoor	WD21CD/E05008732
Great Cornard	WD21CD/E05012575
Great Dunmow North	WD21CD/E05009917
Great Dunmow South & Barnston	WD21CD/E05009918
Great Eccleston	WD21CD/E05009939
Great Grimsby	PCON17CD/E14000716
Great Hampton	WD21CD/E05007913
Thorpe, Beaumont & Great Holland	WD21CD/E05011960
Great Hollands North	WD21CD/E05002278
Great Hollands South	WD21CD/E05002279
Great Horton	WD21CD/E05001351
Great Lever	WD21CD/E05000656
Great Missenden	WD21CD/E05013147
Great Notley & Black Notley	WD21CD/E05010374
Great Parndon	WD21CD/E05004181
Great Paxton	WD21CD/E05011261
Great Sankey North and Whittle Hall	WD21CD/E05011032
Great Sankey South	WD21CD/E05011033
Great Staughton	WD21CD/E05011262
Great Torrington	WD21CD/E05011922
Great Totham	WD21CD/E05004193
Great Witchingham	WD21CD/E05005767
Great Wyrley Landywood	WD21CD/E05006996
Great Wyrley Town	WD21CD/E05006997
Great Yarmouth	LAD23CD/E07000145
Great Yarmouth	PCON17CD/E14000717
Greater Pollok	WD21CD/S13002969
Whitehill Hogmoor & Greatham	WD21CD/E05012319
Fens & Greatham	WD21CD/E05013040
Green Lane	WD21CD/W05000802
Green Street East	WD21CD/E05000485
Green Street West	WD21CD/E05000486
Greenbank	WD21CD/E05000898
Hartford & Greenbank	WD21CD/E05012219
Greenfield	WD21CD/E05005320
Greenfield	WD21CD/W05000204
Greenford Broadway	WD21CD/E05000177
Greenford Green	WD21CD/E05000178
Greenhead	WD21CD/E05001402
Greenhill	WD21CD/E05000288
Greenhill	WD21CD/E05010108
Greenhill	WD21CD/E05010397
Greenhithe & Knockhall	WD21CD/E05012398
Greenisland	WD21CD/N08000825
Greenlands	WD21CD/E05001649
Greenlands	WD21CD/E05007874
Greenmeadow	WD21CD/W05000994
Greensclough	WD21CD/E05005321
Greenstead	WD21CD/E05010829
Gosfield & Greenstead Green	WD21CD/E05012961
Chipping Ongar, Greensted and Marden Ash	WD21CD/E05004152
Greenwich	LAD23CD/E09000011
Greenwich and Woolwich	PCON17CD/E14000718
Greenwich West	WD21CD/E05000222
Greenwood & Summit	WD21CD/E05010692
Greetham	WD21CD/E05012636
Greetland and Stainland	WD21CD/E05001374
Greets Green and Lyng	WD21CD/E05001268
Coupe Green & Gregson Lane	WD21CD/E05010220
Gregstown	WD21CD/N08001121
Grendon Underwood	WD21CD/E05013148
Gresford East and West	WD21CD/W05000907
Gresham	WD21CD/E05011840
Greyfriars	WD21CD/E05009456
Greyfriars	WD21CD/E05012200
Greysteel	WD21CD/N08000421
Greystoke	WD21CD/E05003213
Greystone	WD21CD/N08000122
Greystone	WD21CD/N08000422
Grimoldby	WD21CD/E05009881
Gayton & Grimston	WD21CD/E05012333
West Bradford & Grindleton	WD21CD/E05012021
Groby	WD21CD/E05005486
Groeslon	WD21CD/W05000071
Grofield	WD21CD/W05000803
Gronant	WD21CD/W05000205
Groomsport	WD21CD/N08001122
Grosvenor	WD21CD/W05000253
Grove	WD21CD/E05000408
Eastrop & Grove	WD21CD/E05013083
Wantage & Grove Brook	WD21CD/E05012978
Grove Green	WD21CD/E05000596
Grove North	WD21CD/E05012974
Grove Park	WD21CD/E05000445
Grovehill	WD21CD/E05004704
Grumbolds Ash with Avening	WD21CD/E05010708
Guildford	LAD23CD/E07000209
Guildford	PCON17CD/E14000719
Guildhall	WD21CD/E05010189
Guildhall	WD21CD/E05010318
Guilsfield	WD21CD/W05000302
Guiltcross	WD21CD/E05010246
Guisborough	WD21CD/E05012443
Guiseley & Rawdon	WD21CD/E05011395
Ludgvan, Madron, Gulval & Heamoor	WD21CD/E05013308
Gunthorpe	WD21CD/E05010814
Gunton & St Margarets	WD21CD/E05012743
Carisbrooke & Gunville	WD21CD/E05013363
Cowes West & Gurnard	WD21CD/E05013369
Gurnos	WD21CD/W05000710
Guston, Kingsdown & St Margaret's-at-Cliffe	WD21CD/E05012860
Gwaun-Cae-Gurwen	WD21CD/W05000573
Gwenfro	WD21CD/W05000254
Lanner, Stithians & Gwennap	WD21CD/E05013843
Gwernaffield	WD21CD/W05000206
Gwernyfed	WD21CD/W05000303
Gwernymynydd	WD21CD/W05000207
Gwersyllt East and South	WD21CD/W05000908
Gwersyllt North	WD21CD/W05000256
Gwersyllt West	WD21CD/W05000257
Gwinear-Gwithian & Hayle East	WD21CD/E05013292
Gwynedd	LAD23CD/W06000002
Gwynfi	WD21CD/W05000574
Franche & Habberley North	WD21CD/E05010508
Blakebrook & Habberley South	WD21CD/E05010505
Hackleton and Grange Park	WD21CD/E05013255
Hackney	LAD23CD/E09000012
Hackney Central	WD21CD/E05009372
Hackney Downs	WD21CD/E05009373
Hackney North and Stoke Newington	PCON17CD/E14000720
Hackney South and Shoreditch	PCON17CD/E14000721
Hackney Wick	WD21CD/E05009374
Hacton	WD21CD/E05000311
Haddenham	WD21CD/E05011567
Haddington and Lammermuir	WD21CD/S13002912
Hadfield North	WD21CD/E05010633
Hadfield South	WD21CD/E05010634
Hadleigh North	WD21CD/E05012576
Hadleigh South	WD21CD/E05012577
Hadley & Leegomery	WD21CD/E05009977
Hadlow and East Peckham	WD21CD/E05009577
Hadlow Down & Rotherfield	WD21CD/E05011638
Haggerston	WD21CD/E05009375
Hagley	WD21CD/E05006908
Hagley	WD21CD/E05009457
Hagley East	WD21CD/E05009835
Hagley West	WD21CD/E05009836
Hagworthingham	WD21CD/E05009882
Hailey, Minster Lovell and Leafield	WD21CD/E05010783
Hailsham Central	WD21CD/E05011639
Hailsham East	WD21CD/E05011640
Hailsham North	WD21CD/E05011641
Hailsham North West	WD21CD/E05011642
Hailsham South	WD21CD/E05011643
Hailsham West	WD21CD/E05011644
Hainault	WD21CD/E05011245
Halberton	WD21CD/E05003519
Halcon & Lane	WD21CD/E05012813
Haldens	WD21CD/E05011059
Hale	WD21CD/E05000054
Hale Barns	WD21CD/E05000830
Hale Central	WD21CD/E05000831
Hale End and Highams Park	WD21CD/E05000597
Ditton, Hale Village & Halebank	WD21CD/E05013176
Ditton, Hale Village & Halebank	WD21CD/E05013176
